00000,0000000000, 14.6034670
00001,0000000200, 15.4147701
00002,0000000400,-10.5469484
00003,0000000600,-9.3299923
00004,0000000800,-8.5186891
00005,0000001000,-7.3017335
00006,0000001200,-6.0847778
00007,0000001400,-5.2734742
00008,0000001600,-4.0565185
00009,0000001800,-2.4339111
00010,0000002000,-1.2169555
00011,0000002200, 0.4056518
00012,0000002400, 1.6226074
00013,0000002600, 2.8395629
00014,0000002800, 4.0565185
00015,0000003000, 5.6791259
00016,0000003200, 6.4904299
00017,0000003400, 7.7073851
00018,0000003600, 8.9243412
00019,0000003800, 10.1412963
00020,0000004000, 11.3582516
00021,0000004200, 12.5752077
00022,0000004400, 13.3865108
00023,0000004600, 14.1978149
00024,0000004800, 15.4147701
00025,0000005000, 16.2260742
00026,0000005200, 17.4430294
00027,0000005400, 18.2543335
00028,0000005600, 19.0656375
00029,0000005800, 19.8769416
00030,0000006000, 21.0938968
00031,0000006200, 21.4995479
00032,0000006400, 22.3108520
00033,0000006600, 23.1221561
00034,0000006800, 23.5278072
00035,0000007000, 23.5278072
00036,0000007200, 23.5278072
00037,0000007400, 23.9334601
00038,0000007600, 23.9334601
00039,0000007800, 23.9334601
00040,0000008000, 23.9334601
00041,0000008200, 23.9334601
00042,0000008400, 23.9334601
00043,0000008600, 23.9334601
00044,0000008800, 23.9334601
00045,0000009000, 23.5278072
00046,0000009200, 23.5278072
00047,0000009400, 22.7165032
00048,0000009600, 22.3108520
00049,0000009800, 21.4995479
00050,0000010000, 20.6882439
00051,0000010200, 19.8769416
00052,0000010400, 19.0656375
00053,0000010600, 18.2543335
00054,0000010800, 17.0373783
00055,0000011000, 15.8204222
00056,0000011200, 14.6034670
00057,0000011400, 14.1978149
00058,0000011600, 12.5752077
00059,0000011800, 11.3582516
00060,0000012000, 10.1412963
00061,0000012200, 8.5186891
00062,0000012400, 6.8960814
00063,0000012600, 5.6791259
00064,0000012800, 4.4621706
00065,0000013000, 3.2452149
00066,0000013200, 2.0282592
00067,0000013400, 0.8113037
